date,home_team,away_team,team,scorer,minute,own_goal,penalty
2022-03-30,Mexico,El Salvador,Mexico,Raúl Jiménez,43,FALSE,TRUE
2022-03-30,Panama,Canada,Panama,Gabriel Torres,49,FALSE,FALSE
2022-03-30,Solomon Islands,New Zealand,New Zealand,Bill Tuiloma,23,FALSE,FALSE
2022-03-30,Solomon Islands,New Zealand,New Zealand,Chris Wood,39,FALSE,FALSE
2022-03-30,Solomon Islands,New Zealand,New Zealand,Joe Bell,50,FALSE,FALSE
2022-03-30,Solomon Islands,New Zealand,New Zealand,Bill Tuiloma,70,FALSE,FALSE
2022-03-30,Solomon Islands,New Zealand,New Zealand,Matthew Garbett,90,FALSE,FALSE
2022-06-01,Italy,Argentina,Argentina,Lautaro Martínez,28,FALSE,FALSE
2022-06-01,Italy,Argentina,Argentina,Ángel Di María,45,FALSE,FALSE
2022-06-01,Italy,Argentina,Argentina,Paulo Dybala,90,FALSE,FALSE
2022-06-01,Poland,Wales,Wales,Jonny Williams,52,FALSE,FALSE
2022-06-01,Poland,Wales,Poland,Jakub Kamiński,72,FALSE,FALSE
2022-06-01,Poland,Wales,Poland,Karol Świderski,85,FALSE,FALSE
2022-06-01,Scotland,Ukraine,Ukraine,Andriy Yarmolenko,33,FALSE,FALSE
2022-06-01,Scotland,Ukraine,Ukraine,Roman Yaremchuk,49,FALSE,FALSE
2022-06-01,Scotland,Ukraine,Scotland,Callum McGregor,79,FALSE,FALSE
2022-06-01,Scotland,Ukraine,Ukraine,Artem Dovbyk,90,FALSE,FALSE
2022-06-02,Bulgaria,North Macedonia,Bulgaria,Kiril Despodov,13,FALSE,FALSE
2022-06-02,Bulgaria,North Macedonia,North Macedonia,Milan Ristovski,50,FALSE,FALSE
2022-06-02,Cyprus,Kosovo,Kosovo,Valon Berisha,65,FALSE,FALSE
2022-06-02,Cyprus,Kosovo,Kosovo,Edon Zhegrova,78,FALSE,FALSE
2022-06-02,Czech Republic,Switzerland,Czech Republic,Jan Kuchta,11,FALSE,FALSE
2022-06-02,Czech Republic,Switzerland,Switzerland,Noah Okafor,44,FALSE,FALSE
2022-06-02,Czech Republic,Switzerland,Czech Republic,Djibril Sow,58,TRUE,FALSE
2022-06-02,Estonia,San Marino,Estonia,Robert Kirss,24,FALSE,FALSE
2022-06-02,Estonia,San Marino,Estonia,Joonas Tamm,32,FALSE,FALSE
2022-06-02,Georgia,Gibraltar,Georgia,Khvicha Kvaratskhelia,12,FALSE,FALSE
2022-06-02,Georgia,Gibraltar,Georgia,Guram Kashia,33,FALSE,FALSE
2022-06-02,Georgia,Gibraltar,Georgia,Georges Mikautadze,87,FALSE,FALSE
2022-06-02,Georgia,Gibraltar,Georgia,Valeri Qazaishvili,88,FALSE,FALSE
2022-06-02,Israel,Iceland,Israel,Liel Abada,25,FALSE,FALSE
2022-06-02,Israel,Iceland,Iceland,Þórir Jóhann Helgason,42,FALSE,FALSE
2022-06-02,Israel,Iceland,Iceland,Arnór Sigurðsson,53,FALSE,FALSE
2022-06-02,Israel,Iceland,Israel,Shon Weissman,84,FALSE,FALSE
2022-06-02,Northern Ireland,Greece,Greece,Tasos Bakasetas,39,FALSE,FALSE
2022-06-02,Serbia,Norway,Norway,Erling Haaland,26,FALSE,FALSE
2022-06-02,Slovenia,Sweden,Sweden,Emil Forsberg,39,FALSE,TRUE
2022-06-02,Slovenia,Sweden,Sweden,Dejan Kulusevski,88,FALSE,FALSE
2022-06-02,Spain,Portugal,Spain,Álvaro Morata,25,FALSE,FALSE
2022-06-02,Spain,Portugal,Portugal,Ricardo Horta,82,FALSE,FALSE
2022-06-03,Belarus,Slovakia,Slovakia,Tomáš Suslov,61,FALSE,FALSE
2022-06-03,Belgium,Netherlands,Netherlands,Steven Bergwijn,40,FALSE,FALSE
2022-06-03,Belgium,Netherlands,Netherlands,Memphis Depay,51,FALSE,FALSE
2022-06-03,Belgium,Netherlands,Netherlands,Denzel Dumfries,61,FALSE,FALSE
2022-06-03,Belgium,Netherlands,Netherlands,Memphis Depay,65,FALSE,FALSE
2022-06-03,Belgium,Netherlands,Belgium,Michy Batshuayi,90,FALSE,FALSE
2022-06-03,Croatia,Austria,Austria,Marko Arnautović,41,FALSE,FALSE
2022-06-03,Croatia,Austria,Austria,Michael Gregoritsch,54,FALSE,FALSE
2022-06-03,Croatia,Austria,Austria,Marcel Sabitzer,57,FALSE,FALSE
2022-06-03,France,Denmark,France,Karim Benzema,51,FALSE,FALSE
2022-06-03,France,Denmark,Denmark,Andreas Cornelius,68,FALSE,FALSE
2022-06-03,France,Denmark,Denmark,Andreas Cornelius,88,FALSE,FALSE
2022-06-03,Kazakhstan,Azerbaijan,Kazakhstan,Abat Aymbetov,50,FALSE,FALSE
2022-06-03,Kazakhstan,Azerbaijan,Kazakhstan,Abat Aymbetov,60,FALSE,FALSE
2022-06-03,Latvia,Andorra,Latvia,Roberts Uldriķis,9,FALSE,FALSE
2022-06-03,Latvia,Andorra,Latvia,Roberts Uldriķis,77,FALSE,FALSE
2022-06-03,Latvia,Andorra,Latvia,Jānis Ikaunieks,85,FALSE,TRUE
2022-06-03,Liechtenstein,Moldova,Moldova,Ion Nicolaescu,5,FALSE,TRUE
2022-06-03,Liechtenstein,Moldova,Moldova,Vadim Bolohan,90,FALSE,FALSE
2022-06-04,Armenia,Republic of Ireland,Armenia,Eduard Spertsyan,74,FALSE,FALSE
2022-06-04,Finland,Bosnia and Herzegovina,Finland,Teemu Pukki,45,FALSE,TRUE
2022-06-04,Finland,Bosnia and Herzegovina,Bosnia and Herzegovina,Smail Prevljak,90,FALSE,FALSE
2022-06-04,Hungary,England,Hungary,Dominik Szoboszlai,66,FALSE,TRUE
2022-06-04,Italy,Germany,Italy,Lorenzo Pellegrini,70,FALSE,FALSE
2022-06-04,Italy,Germany,Germany,Joshua Kimmich,73,FALSE,FALSE
2022-06-04,Lithuania,Luxembourg,Luxembourg,Danel Sinani,44,FALSE,FALSE
2022-06-04,Lithuania,Luxembourg,Luxembourg,Danel Sinani,78,FALSE,FALSE
2022-06-04,Montenegro,Romania,Montenegro,Stefan Mugoša,66,FALSE,FALSE
2022-06-04,Montenegro,Romania,Montenegro,Marko Vukčević,87,FALSE,FALSE
2022-06-04,Turkey,Faroe Islands,Turkey,Cengiz Ünder,37,FALSE,FALSE
2022-06-04,Turkey,Faroe Islands,Turkey,Halil Dervişoğlu,47,FALSE,FALSE
2022-06-04,Turkey,Faroe Islands,Turkey,Serdar Dursun,82,FALSE,FALSE
2022-06-04,Turkey,Faroe Islands,Turkey,Merih Demiral,85,FALSE,FALSE
2022-06-05,Bulgaria,Georgia,Georgia,Zuriko Davitashvili,4,FALSE,FALSE
2022-06-05,Bulgaria,Georgia,Georgia,Andrea Hristov,31,TRUE,FALSE
2022-06-05,Bulgaria,Georgia,Bulgaria,Atanas Iliev,50,FALSE,FALSE
2022-06-05,Bulgaria,Georgia,Georgia,Budu Zivzivadze,52,FALSE,FALSE
2022-06-05,Bulgaria,Georgia,Georgia,Khvicha Kvaratskhelia,58,FALSE,TRUE
2022-06-05,Bulgaria,Georgia,Georgia,Valeri Qazaishvili,69,FALSE,FALSE
2022-06-05,Bulgaria,Georgia,Bulgaria,Iliyan Stefanov,83,FALSE,FALSE
2022-06-05,Czech Republic,Spain,Czech Republic,Jakub Pešek,4,FALSE,FALSE
2022-06-05,Czech Republic,Spain,Spain,Gavi,45,FALSE,FALSE
2022-06-05,Czech Republic,Spain,Czech Republic,Jan Kuchta,66,FALSE,FALSE
2022-06-05,Czech Republic,Spain,Spain,Iñigo Martínez,90,FALSE,FALSE
2022-06-05,Gibraltar,North Macedonia,North Macedonia,Enis Bardhi,21,FALSE,FALSE
2022-06-05,Gibraltar,North Macedonia,North Macedonia,Boban Nikolov,84,FALSE,FALSE
2022-06-05,Kosovo,Greece,Greece,Tasos Bakasetas,36,FALSE,FALSE
2022-06-05,Portugal,Switzerland,Portugal,William Carvalho,15,FALSE,FALSE
2022-06-05,Portugal,Switzerland,Portugal,Cristiano Ronaldo,35,FALSE,FALSE
2022-06-05,Portugal,Switzerland,Portugal,Cristiano Ronaldo,39,FALSE,FALSE
2022-06-05,Portugal,Switzerland,Portugal,João Cancelo,68,FALSE,FALSE
2022-06-05,San Marino,Malta,Malta,Jan Busuttil,59,FALSE,FALSE
2022-06-05,San Marino,Malta,Malta,Matthew Guillaumier,75,FALSE,FALSE
2022-06-05,Serbia,Slovenia,Serbia,Aleksandar Mitrović,24,FALSE,FALSE
2022-06-05,Serbia,Slovenia,Slovenia,Petar Stojanović,30,FALSE,FALSE
2022-06-05,Serbia,Slovenia,Serbia,Sergej Milinković-Savić,56,FALSE,FALSE
2022-06-05,Serbia,Slovenia,Serbia,Luka Jović,85,FALSE,FALSE
2022-06-05,Serbia,Slovenia,Serbia,Nemanja Radonjić,90,FALSE,FALSE
2022-06-05,Sweden,Norway,Norway,Erling Haaland,20,FALSE,TRUE
2022-06-05,Sweden,Norway,Norway,Erling Haaland,69,FALSE,FALSE
2022-06-05,Sweden,Norway,Sweden,Anthony Elanga,90,FALSE,FALSE
2022-06-05,Wales,Ukraine,Wales,Gareth Bale,34,FALSE,FALSE
2022-06-06,Austria,Denmark,Denmark,Pierre-Emile Højbjerg,28,FALSE,FALSE
2022-06-06,Austria,Denmark,Austria,Xaver Schlager,67,FALSE,FALSE
2022-06-06,Austria,Denmark,Denmark,Jens Stryger Larsen,84,FALSE,FALSE
2022-06-06,Croatia,France,France,Adrien Rabiot,52,FALSE,FALSE
2022-06-06,Croatia,France,Croatia,Andrej Kramarić,83,FALSE,TRUE
2022-06-06,Iceland,Albania,Albania,Taulant Seferi,30,FALSE,FALSE
2022-06-06,Iceland,Albania,Iceland,Jón Dagur Þorsteinsson,49,FALSE,FALSE
2022-06-06,Latvia,Liechtenstein,Latvia,Artūrs Zjuzins,73,FALSE,FALSE
2022-06-06,Slovakia,Kazakhstan,Kazakhstan,Aslan Darabayev,26,FALSE,FALSE
2022-06-07,Bosnia and Herzegovina,Romania,Bosnia and Herzegovina,Smail Prevljak,68,FALSE,FALSE
2022-06-07,Faroe Islands,Luxembourg,Luxembourg,Gerson Rodrigues,74,FALSE,TRUE
2022-06-07,Finland,Montenegro,Finland,Joel Pohjanpalo,31,FALSE,FALSE
2022-06-07,Finland,Montenegro,Finland,Joel Pohjanpalo,38,FALSE,FALSE
2022-06-07,Germany,England,Germany,Jonas Hofmann,50,FALSE,FALSE
2022-06-07,Germany,England,England,Harry Kane,88,FALSE,TRUE
2022-06-07,Italy,Hungary,Italy,Nicolò Barella,30,FALSE,FALSE
2022-06-07,Italy,Hungary,Italy,Lorenzo Pellegrini,45,FALSE,FALSE
2022-06-07,Italy,Hungary,Hungary,Gianluca Mancini,61,TRUE,FALSE
2022-06-07,Lithuania,Turkey,Turkey,Doğukan Sinik,2,FALSE,FALSE
2022-06-07,Lithuania,Turkey,Turkey,Doğukan Sinik,14,FALSE,FALSE
2022-06-07,Lithuania,Turkey,Turkey,Serdar Dursun,56,FALSE,TRUE
2022-06-07,Lithuania,Turkey,Turkey,Serdar Dursun,81,FALSE,FALSE
2022-06-07,Lithuania,Turkey,Turkey,Yunus Akgün,89,FALSE,FALSE
2022-06-07,Lithuania,Turkey,Turkey,Halil Dervişoğlu,90,FALSE,FALSE
2022-06-07,United Arab Emirates,Australia,Australia,Jackson Irvine,53,FALSE,FALSE
2022-06-07,United Arab Emirates,Australia,United Arab Emirates,Caio Canedo,57,FALSE,FALSE
2022-06-07,United Arab Emirates,Australia,Australia,Ajdin Hrustic,84,FALSE,FALSE
2022-06-08,Belgium,Poland,Poland,Robert Lewandowski,28,FALSE,FALSE
2022-06-08,Belgium,Poland,Belgium,Axel Witsel,42,FALSE,FALSE
2022-06-08,Belgium,Poland,Belgium,Kevin De Bruyne,59,FALSE,FALSE
2022-06-08,Belgium,Poland,Belgium,Leandro Trossard,73,FALSE,FALSE
2022-06-08,Belgium,Poland,Belgium,Leandro Trossard,80,FALSE,FALSE
2022-06-08,Belgium,Poland,Belgium,Leander Dendoncker,83,FALSE,FALSE
2022-06-08,Belgium,Poland,Belgium,Loïs Openda,90,FALSE,FALSE
2022-06-08,Republic of Ireland,Ukraine,Ukraine,Viktor Tsyhankov,49,FALSE,FALSE
2022-06-08,Scotland,Armenia,Scotland,Anthony Ralston,28,FALSE,FALSE
2022-06-08,Scotland,Armenia,Scotland,Scott McKenna,40,FALSE,FALSE
2022-06-08,Wales,Netherlands,Netherlands,Teun Koopmeiners,50,FALSE,FALSE
2022-06-08,Wales,Netherlands,Wales,Rhys Norrington-Davies,90,FALSE,FALSE
2022-06-08,Wales,Netherlands,Netherlands,Wout Weghorst,90,FALSE,FALSE
2022-06-09,Gibraltar,Bulgaria,Bulgaria,Georgi Minchev,45,FALSE,FALSE
2022-06-09,Gibraltar,Bulgaria,Gibraltar,Liam Walker,61,FALSE,TRUE
2022-06-09,Greece,Cyprus,Greece,Tasos Bakasetas,8,FALSE,FALSE
2022-06-09,Greece,Cyprus,Greece,Vangelis Pavlidis,20,FALSE,FALSE
2022-06-09,Greece,Cyprus,Greece,Dimitrios Limnios,48,FALSE,FALSE
2022-06-09,Kosovo,Northern Ireland,Kosovo,Vedat Muriqi,9,FALSE,TRUE
2022-06-09,Kosovo,Northern Ireland,Kosovo,Zymer Bytyqi,19,FALSE,FALSE
2022-06-09,Kosovo,Northern Ireland,Northern Ireland,Shayne Lavery,44,FALSE,FALSE
2022-06-09,Kosovo,Northern Ireland,Kosovo,Vedat Muriqi,52,FALSE,FALSE
2022-06-09,Kosovo,Northern Ireland,Northern Ireland,Daniel Ballard,83,FALSE,FALSE
2022-06-09,Malta,Estonia,Estonia,Konstantin Vassiljev,21,FALSE,FALSE
2022-06-09,Malta,Estonia,Malta,Karl Hein,56,TRUE,FALSE
2022-06-09,Malta,Estonia,Estonia,Henri Anier,90,FALSE,FALSE
2022-06-09,North Macedonia,Georgia,Georgia,Budu Zivzivadze,52,FALSE,FALSE
2022-06-09,North Macedonia,Georgia,Georgia,Khvicha Kvaratskhelia,62,FALSE,FALSE
2022-06-09,North Macedonia,Georgia,Georgia,Otar Kiteishvili,84,FALSE,FALSE
2022-06-09,Portugal,Czech Republic,Portugal,João Cancelo,33,FALSE,FALSE
2022-06-09,Portugal,Czech Republic,Portugal,Gonçalo Guedes,38,FALSE,FALSE
2022-06-09,Sweden,Serbia,Serbia,Luka Jović,45,FALSE,FALSE
2022-06-09,Switzerland,Spain,Spain,Pablo Sarabia,13,FALSE,FALSE
2022-06-10,Albania,Israel,Albania,Armando Broja,45,FALSE,TRUE
2022-06-10,Albania,Israel,Israel,Manor Solomon,57,FALSE,FALSE
2022-06-10,Albania,Israel,Israel,Manor Solomon,73,FALSE,FALSE
2022-06-10,Andorra,Liechtenstein,Andorra,Jordi Aláez,78,FALSE,TRUE
2022-06-10,Andorra,Liechtenstein,Andorra,Jesús Rubio,82,FALSE,FALSE
2022-06-10,Andorra,Liechtenstein,Liechtenstein,Livio Meier,90,FALSE,FALSE
2022-06-10,Austria,France,Austria,Andreas Weimann,37,FALSE,FALSE
2022-06-10,Austria,France,France,Kylian Mbappé,83,FALSE,FALSE
2022-06-10,Azerbaijan,Slovakia,Slovakia,Vladimír Weiss,81,FALSE,FALSE
2022-06-10,Belarus,Kazakhstan,Kazakhstan,Abat Aymbetov,13,FALSE,FALSE
2022-06-10,Belarus,Kazakhstan,Belarus,Vladislav Malkevich,84,FALSE,FALSE
2022-06-10,Denmark,Croatia,Croatia,Mario Pašalić,69,FALSE,FALSE
2022-06-10,Moldova,Latvia,Moldova,Ion Nicolaescu,5,FALSE,TRUE
2022-06-10,Moldova,Latvia,Latvia,Vladislavs Gutkovskis,19,FALSE,FALSE
2022-06-10,Moldova,Latvia,Latvia,Jānis Ikaunieks,26,FALSE,FALSE
2022-06-10,Moldova,Latvia,Latvia,Vladislavs Gutkovskis,60,FALSE,FALSE
2022-06-10,Moldova,Latvia,Moldova,Nichita Moțpan,64,FALSE,FALSE
2022-06-10,Moldova,Latvia,Latvia,Jānis Ikaunieks,75,FALSE,FALSE
2022-06-11,Faroe Islands,Lithuania,Lithuania,Fedor Černych,6,FALSE,FALSE
2022-06-11,Faroe Islands,Lithuania,Faroe Islands,Viljormur Davidsen,20,FALSE,TRUE
2022-06-11,Faroe Islands,Lithuania,Faroe Islands,Jákup Andreasen,45,FALSE,FALSE
2022-06-11,Hungary,Germany,Hungary,Zsolt Nagy,6,FALSE,FALSE
2022-06-11,Hungary,Germany,Germany,Jonas Hofmann,9,FALSE,FALSE
2022-06-11,Luxembourg,Turkey,Turkey,Hakan Çalhanoğlu,37,FALSE,TRUE
2022-06-11,Luxembourg,Turkey,Turkey,Serdar Dursun,76,FALSE,FALSE
2022-06-11,Montenegro,Bosnia and Herzegovina,Bosnia and Herzegovina,Luka Menalo,62,FALSE,FALSE
2022-06-11,Montenegro,Bosnia and Herzegovina,Montenegro,Adam Marušić,77,FALSE,FALSE
2022-06-11,Netherlands,Poland,Poland,Matty Cash,18,FALSE,FALSE
2022-06-11,Netherlands,Poland,Poland,Piotr Zieliński,49,FALSE,FALSE
2022-06-11,Netherlands,Poland,Netherlands,Davy Klaassen,51,FALSE,FALSE
2022-06-11,Netherlands,Poland,Netherlands,Denzel Dumfries,54,FALSE,FALSE
2022-06-11,Republic of Ireland,Scotland,Republic of Ireland,Alan Browne,20,FALSE,FALSE
2022-06-11,Republic of Ireland,Scotland,Republic of Ireland,Troy Parrott,28,FALSE,FALSE
2022-06-11,Republic of Ireland,Scotland,Republic of Ireland,Michael Obafemi,51,FALSE,FALSE
2022-06-11,Romania,Finland,Romania,Nicușor Bancu,30,FALSE,FALSE
2022-06-11,Ukraine,Armenia,Ukraine,Ruslan Malinovskyi,61,FALSE,FALSE
2022-06-11,Ukraine,Armenia,Ukraine,Oleksandr Karavayev,77,FALSE,FALSE
2022-06-11,Ukraine,Armenia,Ukraine,Vitaliy Mykolenko,84,FALSE,FALSE
2022-06-11,Wales,Belgium,Belgium,Youri Tielemans,51,FALSE,FALSE
2022-06-11,Wales,Belgium,Wales,Brennan Johnson,86,FALSE,FALSE
2022-06-12,Greece,Kosovo,Greece,Giorgos Giakoumakis,71,FALSE,FALSE
2022-06-12,Greece,Kosovo,Greece,Petros Mantalos,90,FALSE,FALSE
2022-06-12,Malta,San Marino,Malta,Zach Muscat,50,FALSE,FALSE
2022-06-12,North Macedonia,Gibraltar,North Macedonia,Enis Bardhi,4,FALSE,FALSE
2022-06-12,North Macedonia,Gibraltar,North Macedonia,Graeme Torrilla,14,TRUE,FALSE
2022-06-12,North Macedonia,Gibraltar,North Macedonia,Bojan Miovski,16,FALSE,FALSE
2022-06-12,North Macedonia,Gibraltar,North Macedonia,Darko Churlinov,31,FALSE,FALSE
2022-06-12,Northern Ireland,Cyprus,Cyprus,Andronikos Kakoullis,32,FALSE,FALSE
2022-06-12,Northern Ireland,Cyprus,Cyprus,Andronikos Kakoullis,51,FALSE,FALSE
2022-06-12,Northern Ireland,Cyprus,Northern Ireland,Paddy McNair,71,FALSE,FALSE
2022-06-12,Northern Ireland,Cyprus,Northern Ireland,Jonny Evans,90,FALSE,FALSE
2022-06-12,Norway,Sweden,Norway,Erling Haaland,10,FALSE,FALSE
2022-06-12,Norway,Sweden,Norway,Erling Haaland,54,FALSE,TRUE
2022-06-12,Norway,Sweden,Sweden,Emil Forsberg,62,FALSE,FALSE
2022-06-12,Norway,Sweden,Norway,Alexander Sørloth,77,FALSE,FALSE
2022-06-12,Norway,Sweden,Sweden,Viktor Gyökeres,90,FALSE,FALSE
2022-06-12,Slovenia,Serbia,Serbia,Andrija Živković,8,FALSE,FALSE
2022-06-12,Slovenia,Serbia,Serbia,Aleksandar Mitrović,35,FALSE,FALSE
2022-06-12,Slovenia,Serbia,Slovenia,Adam Gnezda Čerin,48,FALSE,FALSE
2022-06-12,Slovenia,Serbia,Slovenia,Benjamin Šeško,53,FALSE,FALSE
2022-06-12,Spain,Czech Republic,Spain,Carlos Soler,24,FALSE,FALSE
2022-06-12,Spain,Czech Republic,Spain,Pablo Sarabia,75,FALSE,FALSE
2022-06-12,Switzerland,Portugal,Switzerland,Haris Seferovic,1,FALSE,FALSE
2022-06-13,Azerbaijan,Belarus,Azerbaijan,Mahir Emreli,76,FALSE,FALSE
2022-06-13,Azerbaijan,Belarus,Azerbaijan,Ramil Sheydayev,90,FALSE,FALSE
2022-06-13,Denmark,Austria,Denmark,Jonas Wind,21,FALSE,FALSE
2022-06-13,Denmark,Austria,Denmark,Andreas Skov Olsen,37,FALSE,FALSE
2022-06-13,France,Croatia,Croatia,Luka Modrić,5,FALSE,TRUE
2022-06-13,Iceland,Israel,Iceland,Jón Dagur Þorsteinsson,9,FALSE,FALSE
2022-06-13,Iceland,Israel,Israel,Daníel Leó Grétarsson,35,TRUE,FALSE
2022-06-13,Iceland,Israel,Iceland,Þórir Jóhann Helgason,60,FALSE,FALSE
2022-06-13,Iceland,Israel,Israel,Dor Peretz,65,FALSE,FALSE
2022-06-13,Kazakhstan,Slovakia,Kazakhstan,Yan Vorogovsky,18,FALSE,FALSE
2022-06-13,Kazakhstan,Slovakia,Kazakhstan,Elkhan Astanov,39,FALSE,FALSE
2022-06-13,Kazakhstan,Slovakia,Slovakia,Matúš Bero,51,FALSE,FALSE
2022-06-14,Armenia,Scotland,Armenia,Vahan Bichakhchyan,6,FALSE,FALSE
2022-06-14,Armenia,Scotland,Scotland,Stuart Armstrong,14,FALSE,FALSE
2022-06-14,Armenia,Scotland,Scotland,Stuart Armstrong,45,FALSE,FALSE
2022-06-14,Armenia,Scotland,Scotland,John McGinn,50,FALSE,FALSE
2022-06-14,Armenia,Scotland,Scotland,Ché Adams,54,FALSE,FALSE
2022-06-14,Bosnia and Herzegovina,Finland,Bosnia and Herzegovina,Miralem Pjanić,5,FALSE,TRUE
2022-06-14,Bosnia and Herzegovina,Finland,Finland,Teemu Pukki,10,FALSE,FALSE
2022-06-14,Bosnia and Herzegovina,Finland,Finland,Benjamin Källman,18,FALSE,FALSE
2022-06-14,Bosnia and Herzegovina,Finland,Bosnia and Herzegovina,Edin Džeko,29,FALSE,FALSE
2022-06-14,Bosnia and Herzegovina,Finland,Bosnia and Herzegovina,Edin Džeko,58,FALSE,FALSE
2022-06-14,Costa Rica,New Zealand,Costa Rica,Joel Campbell,3,FALSE,FALSE
2022-06-14,England,Hungary,Hungary,Roland Sallai,16,FALSE,FALSE
2022-06-14,England,Hungary,Hungary,Roland Sallai,70,FALSE,FALSE
2022-06-14,England,Hungary,Hungary,Zsolt Nagy,80,FALSE,FALSE
2022-06-14,England,Hungary,Hungary,Dániel Gazdag,89,FALSE,FALSE
2022-06-14,Germany,Italy,Germany,Joshua Kimmich,10,FALSE,FALSE
2022-06-14,Germany,Italy,Germany,İlkay Gündoğan,45,FALSE,TRUE
2022-06-14,Germany,Italy,Germany,Thomas Müller,51,FALSE,FALSE
2022-06-14,Germany,Italy,Germany,Timo Werner,68,FALSE,FALSE
2022-06-14,Germany,Italy,Germany,Timo Werner,69,FALSE,FALSE
2022-06-14,Germany,Italy,Italy,Wilfried Gnonto,78,FALSE,FALSE
2022-06-14,Germany,Italy,Italy,Alessandro Bastoni,90,FALSE,FALSE
2022-06-14,Liechtenstein,Latvia,Latvia,Vladislavs Gutkovskis,20,FALSE,FALSE
2022-06-14,Liechtenstein,Latvia,Latvia,Vladislavs Gutkovskis,28,FALSE,FALSE
2022-06-14,Luxembourg,Faroe Islands,Luxembourg,Gerson Rodrigues,12,FALSE,TRUE
2022-06-14,Luxembourg,Faroe Islands,Luxembourg,Leandro Barreiro,49,FALSE,FALSE
2022-06-14,Luxembourg,Faroe Islands,Faroe Islands,Jóannes Bjartalíð,57,FALSE,FALSE
2022-06-14,Luxembourg,Faroe Islands,Faroe Islands,Jóannes Bjartalíð,59,FALSE,FALSE
2022-06-14,Moldova,Andorra,Moldova,Mihail Caimacov,26,FALSE,TRUE
2022-06-14,Moldova,Andorra,Andorra,Márcio Vieira,45,FALSE,FALSE
2022-06-14,Moldova,Andorra,Moldova,Ion Nicolaescu,50,FALSE,TRUE
2022-06-14,Netherlands,Wales,Netherlands,Noa Lang,17,FALSE,FALSE
2022-06-14,Netherlands,Wales,Netherlands,Cody Gakpo,23,FALSE,FALSE
2022-06-14,Netherlands,Wales,Wales,Brennan Johnson,26,FALSE,FALSE
2022-06-14,Netherlands,Wales,Netherlands,Memphis Depay,90,FALSE,FALSE
2022-06-14,Netherlands,Wales,Wales,Gareth Bale,90,FALSE,TRUE
2022-06-14,Poland,Belgium,Belgium,Michy Batshuayi,16,FALSE,FALSE
2022-06-14,Romania,Montenegro,Montenegro,Stefan Mugoša,42,FALSE,FALSE
2022-06-14,Romania,Montenegro,Montenegro,Stefan Mugoša,56,FALSE,FALSE
2022-06-14,Romania,Montenegro,Montenegro,Stefan Mugoša,63,FALSE,FALSE
2022-06-14,Turkey,Lithuania,Turkey,Kaan Ayhan,37,FALSE,FALSE
2022-06-14,Turkey,Lithuania,Turkey,Hakan Çalhanoğlu,54,FALSE,TRUE
2022-06-14,Ukraine,Republic of Ireland,Republic of Ireland,Nathan Collins,31,FALSE,FALSE
2022-06-14,Ukraine,Republic of Ireland,Ukraine,Artem Dovbyk,47,FALSE,FALSE
2022-09-21,Scotland,Ukraine,Scotland,John McGinn,70,FALSE,FALSE
2022-09-21,Scotland,Ukraine,Scotland,Lyndon Dykes,80,FALSE,FALSE
2022-09-21,Scotland,Ukraine,Scotland,Lyndon Dykes,87,FALSE,FALSE
2022-09-22,Belgium,Wales,Belgium,Kevin De Bruyne,10,FALSE,FALSE
2022-09-22,Belgium,Wales,Belgium,Michy Batshuayi,37,FALSE,FALSE
2022-09-22,Belgium,Wales,Wales,Kieffer Moore,50,FALSE,FALSE
2022-09-22,Croatia,Denmark,Croatia,Borna Sosa,49,FALSE,FALSE
2022-09-22,Croatia,Denmark,Denmark,Christian Eriksen,77,FALSE,FALSE
2022-09-22,Croatia,Denmark,Croatia,Lovro Majer,79,FALSE,FALSE
2022-09-22,France,Austria,France,Kylian Mbappé,56,FALSE,FALSE
2022-09-22,France,Austria,France,Olivier Giroud,65,FALSE,FALSE
2022-09-22,Kazakhstan,Belarus,Kazakhstan,Mikhail Gabyshev,29,FALSE,FALSE
2022-09-22,Kazakhstan,Belarus,Belarus,Pavel Savitsky,45,FALSE,FALSE
2022-09-22,Kazakhstan,Belarus,Kazakhstan,Bakhtiyar Zaynutdinov,79,FALSE,FALSE
2022-09-22,Latvia,Moldova,Moldova,Ioan-Călin Revenco,26,FALSE,FALSE
2022-09-22,Latvia,Moldova,Moldova,Ion Nicolaescu,45,FALSE,FALSE
2022-09-22,Latvia,Moldova,Latvia,Jānis Ikaunieks,55,FALSE,FALSE
2022-09-22,Liechtenstein,Andorra,Andorra,Albert Rosas,4,FALSE,FALSE
2022-09-22,Liechtenstein,Andorra,Andorra,Joan Cervós,80,FALSE,FALSE
2022-09-22,Lithuania,Faroe Islands,Faroe Islands,Jákup Andreasen,22,FALSE,FALSE
2022-09-22,Lithuania,Faroe Islands,Lithuania,Vykintas Slivka,41,FALSE,FALSE
2022-09-22,Poland,Netherlands,Netherlands,Cody Gakpo,13,FALSE,FALSE
2022-09-22,Poland,Netherlands,Netherlands,Steven Bergwijn,60,FALSE,FALSE
2022-09-22,Slovakia,Azerbaijan,Azerbaijan,Renat Dadashov,44,FALSE,FALSE
2022-09-22,Slovakia,Azerbaijan,Slovakia,Erik Jirka,90,FALSE,TRUE
2022-09-22,Slovakia,Azerbaijan,Azerbaijan,Hojjat Haghverdi,90,FALSE,FALSE
